,id1,left_preview,id2,right_preview,matchness,score,embedding_similarity,key_overlap_score,rarity_score,bin,bin_reason,source_blockers_display,corner,label
0,left_000104,player_name: Adil Aouchiche | positions_position: MF | clubs_club: Lorient,right_045880,player_name: adil aouchiche | positions_position: AMC | clubs_club: Aberdeen FC,0.8056566613780545,0.5627274881006225,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,match
15,left_005039,player_name: Miguel Rebelo | positions_position: MF | clubs_club: Moreirense,right_003434,player_name: miguel rebelo | positions_position: MC | clubs_club: Varzim SC,0.8730232975672446,0.7143024195263002,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
16,left_001391,player_name: Damian van der Haar | positions_position: DF | clubs_club: Zwolle,right_046540,player_name: roan van der plaat | positions_position: DL | clubs_club: Without Club,0.8295123165508083,0.6164027122393188,,1,0.011764705882352941,EASY_POS,EASY_POS,TokenBlocker,false,
17,left_004527,player_name: Manuel Riemann | positions_position: GK | clubs_club: Bochum,right_033778,player_name: manuel riemann | positions_position: GK | clubs_club: Without Club,0.9123430466714049,0.802771855010661,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
18,left_007378,"player_name: Youssef El-Arabi | positions_position: FW,MF | clubs_club: Nantes",right_068160,player_name: youssef el arabi | positions_position: ST | clubs_club: FC Nantes,0.8057858853878754,0.5630182421227197,,1,0.25,EASY_POS,EASY_POS,TokenBlocker,false,
19,left_003788,"player_name: Kacper Kostorz | positions_position: FW,MF | clubs_club: NAC Breda",right_041125,player_name: kacper kostorz | positions_position: ST | clubs_club: Pogon Szczecin,0.7989593478814042,0.5476585327331596,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
20,left_005270,"player_name: Nathan Markelo | positions_position: DF,MF, DF | clubs_club: Excelsior, Fortuna Sittard",right_038717,player_name: nathan markelo | positions_position: DR | clubs_club: Vitesse Arnhem,0.8485040541425285,0.659134121820689,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
21,left_006199,player_name: Roko Simic | positions_position: FW | clubs_club: Kortrijk,right_055746,player_name: roko simic | positions_position: ST | clubs_club: Karlsruher SC,0.7961737911986668,0.5413910301970003,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
22,left_005606,player_name: Oussama Tannane | positions_position: MF | clubs_club: NEC Nijmegen,right_016023,player_name: oussama tannane | positions_position: AMC | clubs_club: Umm Salal SC,0.7858853878754377,0.5182421227197347,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
23,left_003662,player_name: Juan Cruz Armada | positions_position: DF | clubs_club: Osasuna,right_048889,player_name: juan cruz | positions_position: AML | clubs_club: CD Leganés,0.7662218010476717,0.4739990523572613,,1,0.07692307692307693,EASY_POS,EASY_POS,TokenBlocker,false,
24,left_006072,"player_name: Richard van der Venne | positions_position: MF,FW | clubs_club: RKC Waalwijk",right_022974,player_name: dennis van der heijden | positions_position: ST | clubs_club: BVV Barendrecht,0.752626956607056,0.44341065236587623,,1,0.011904761904761904,EASY_POS,EASY_POS,TokenBlocker,false,
25,left_004528,"player_name: Manuel Ugarte | positions_position: MF | clubs_club: Paris S-G, Manchester Utd, Sporting CP",right_037176,player_name: manuel ugarte | positions_position: DM | clubs_club: Manchester United,0.8082963700695476,0.5686668326564819,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
26,left_004480,"player_name: Malick Thiaw | positions_position: DF | clubs_club: Schalke 04, Newcastle Utd, Milan",right_002145,player_name: malick thiaw | positions_position: ST | clubs_club: UCF Knights (University of Central Florida),0.7664269808008478,0.4744607068019078,,1,0.3333333333333333,EASY_POS,EASY_POS,TokenBlocker,false,
27,left_003165,player_name: Jean-Paul Boëtius | positions_position: MF | clubs_club: Hertha BSC,right_038323,player_name: jean paul de jong | positions_position: MC | clubs_club: Retired,0.7737704258043737,0.49098345805984084,,1,0.07692307692307693,EASY_POS,EASY_POS,TokenBlocker,false,
28,left_005867,player_name: Prosper Peter | positions_position: FW | clubs_club: Angers,right_004179,player_name: prosper peter | positions_position: ST | clubs_club: Angers SCO,0.7831170487886906,0.5120133597745538,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
29,left_005172,"player_name: Moritz Broschinski | positions_position: FW,MF, FW | clubs_club: Bochum",right_033731,player_name: moritz broschinski | positions_position: ST | clubs_club: FC Basel 1893,0.7999582875204765,0.5499061469210723,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
30,left_003104,player_name: Jasper Schendelaar | positions_position: GK | clubs_club: Zwolle,right_031339,player_name: jasper schendelaar | positions_position: GK | clubs_club: PEC Zwolle,0.9415716032631455,0.8685361073420774,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
31,left_003102,player_name: Jasper Cillessen | positions_position: GK | clubs_club: NEC Nijmegen,right_008915,player_name: jasper cillessen | positions_position: GK | clubs_club: NEC Nijmegen,0.94857363016567,0.8842906678727575,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
32,left_004144,player_name: Leonardo Cerri | positions_position: DF | clubs_club: Juventus,right_051689,player_name: leonardo cerri | positions_position: ST | clubs_club: SSC Bari,0.76951222722367,0.4814025112532575,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
33,left_003479,player_name: Jorge Moreno | positions_position: DF | clubs_club: Osasuna,right_057977,player_name: jorge moreno | positions_position: DC | clubs_club: Cádiz CF,0.8415330753639212,0.6434494195688226,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
34,left_000582,"player_name: Anouar El Azzouzi | positions_position: MF, MF,DF | clubs_club: Zwolle",right_000706,player_name: anouar el kamch | positions_position: DM | clubs_club: Ploaghe 1994,0.7637881760406391,0.4685233960914382,,1,0.14285714285714285,EASY_POS,EASY_POS,TokenBlocker,false,
35,left_006131,"player_name: Roberto de la Rosa | positions_position: FW,MF, FW | clubs_club: Monterrey, Pachuca",right_054673,player_name: marvin de la cruz | positions_position: DM | clubs_club: Retired,0.7938670585241651,0.5362008816793715,,1,0.020833333333333332,EASY_POS,EASY_POS,TokenBlocker,false,
36,left_001036,"player_name: Bryan Cristante | positions_position: MF, MF,DF | clubs_club: Roma",right_012701,player_name: bryan cristante | positions_position: DM | clubs_club: AS Roma,0.8286157058959712,0.6143853382659353,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
37,left_003099,"player_name: Jason Mbock | positions_position: MF,FW | clubs_club: Angers",right_036150,player_name: jason mbock | positions_position: AML | clubs_club: FC Rouen 1899,0.846438488727046,0.6544865996358533,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
38,left_007119,"player_name: Vicente Besuijen | positions_position: FW,MF | clubs_club: Excelsior",right_034191,player_name: vicente besuijen | positions_position: AMR | clubs_club: HJK Helsinki,0.807821562382093,0.5675985153597094,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
39,left_000263,"player_name: Alessandro Albanese | positions_position: MF,DF | clubs_club: Oostende",right_033747,player_name: alessandro albanese | positions_position: AML | clubs_club: KF Egnatia,0.8385945353091049,0.6368377044454858,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
40,left_001524,player_name: Dave Van Den Berg | positions_position: MF | clubs_club: Zwolle,right_060480,player_name: ben van den brandt | positions_position: MC | clubs_club: Retired,0.7913952856885254,0.5306393927991822,,1,0.022727272727272728,EASY_POS,EASY_POS,TokenBlocker,false,
41,left_000892,player_name: Bernardo Espinosa | positions_position: DF | clubs_club: Girona,right_054950,player_name: bernardo espinosa | positions_position: DC | clubs_club: Retired,0.8808881208647085,0.7319982719455941,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
42,left_005974,player_name: Rav van den Berg | positions_position: DF | clubs_club: Köln,right_004561,player_name: bas van den brink | positions_position: DC | clubs_club: Retired,0.8110600690349007,0.5748851553285267,,1,0.022727272727272728,EASY_POS,EASY_POS,TokenBlocker,false,
43,left_001035,player_name: Bryan Colula | positions_position: DF | clubs_club: Mazatlán,right_029467,player_name: bryan colula | positions_position: DR | clubs_club: Mazatlán FC,0.903512739333635,0.7829036635006785,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
44,left_004249,player_name: Luca Kerber | positions_position: MF | clubs_club: Heidenheim,right_057841,player_name: luca kerber | positions_position: MC | clubs_club: 1.FC Heidenheim 1846,0.8935385602052269,0.7604617604617605,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
45,left_001105,player_name: Carlos Cuesta | positions_position: DF | clubs_club: Genk,right_037040,player_name: carlos cuesta | positions_position: DC | clubs_club: Clube de Regatas Vasco da Gama,0.8699522331363128,0.7073925245567038,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
46,left_002627,"player_name: Halil Akbunar | positions_position: MF,FW | clubs_club: Westerlo",right_017339,player_name: halil akbunar | positions_position: AMR | clubs_club: Eyüpspor,0.8436924785183492,0.6483080766662855,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
47,left_004267,player_name: Luca de la Torre | positions_position: MF | clubs_club: Celta Vigo,right_042647,player_name: diego de la torre | positions_position: MC | clubs_club: Retired,0.8362635370244385,0.6315929583049864,,1,0.02127659574468085,EASY_POS,EASY_POS,TokenBlocker,false,
48,left_004632,"player_name: Mario Lemina | positions_position: MF, MF,DF | clubs_club: Nice, Wolves",right_013483,player_name: mario lemina | positions_position: DM | clubs_club: Galatasaray,0.85015782694058,0.6628551106163048,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
49,left_002803,player_name: Ignace Van Der Brempt | positions_position: DF | clubs_club: Como,right_017589,player_name: kenny van der weg | positions_position: DL | clubs_club: Retired,0.7544118808385709,0.4474267318867846,,1,0.011904761904761904,EASY_POS,EASY_POS,TokenBlocker,false,
50,left_005782,"player_name: Pedro Santos | positions_position: FW,MF, MF | clubs_club: Arouca, Braga, Moreirense",right_015396,player_name: pedro santos | positions_position: DC | clubs_club: Retired,0.7775829845481587,0.499561715233357,,1,0.14285714285714285,EASY_POS,EASY_POS,TokenBlocker,false,
51,left_007442,"player_name: Zito Luvumbo | positions_position: FW,MF, MF,DF | clubs_club: Cagliari",right_056153,player_name: zito luvumbo | positions_position: ST | clubs_club: Cagliari Calcio,0.8257600884466556,0.6079601990049751,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
52,left_001718,player_name: Dimitry Bertaud | positions_position: GK | clubs_club: Montpellier,right_032162,player_name: dimitry bertaud | positions_position: GK | clubs_club: Without Club,0.9045010637050437,0.7851273933363485,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
53,left_005152,"player_name: Mohammed Salisu | positions_position: DF | clubs_club: Southampton, Monaco",right_045363,player_name: mohammed salisu | positions_position: DC | clubs_club: AS Monaco,0.8613370892326989,0.6880084507735725,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
54,left_000415,"player_name: Amadou Dante | positions_position: DF,MF | clubs_club: Arouca",right_055158,player_name: amadou dante | positions_position: DL | clubs_club: FC Arouca,0.8836926478717524,0.7383084577114428,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
55,left_002655,player_name: Harrison Reed | positions_position: MF | clubs_club: Fulham,right_015327,player_name: harrison reed | positions_position: MC | clubs_club: Fulham FC,0.9038831078632074,0.7837369926922166,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
56,left_000498,player_name: Andreas Samaris | positions_position: MF | clubs_club: Rio Ave,right_008267,player_name: andreas samaris | positions_position: DM | clubs_club: Without Club,0.7765385526579556,0.49721174348040015,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
57,left_001391,player_name: Damian van der Haar | positions_position: DF | clubs_club: Zwolle,right_003122,player_name: aleksander van der spa | positions_position: DC | clubs_club: Sandefjord Fotball,0.8137832478410291,0.5810123076423155,,1,0.011764705882352941,EASY_POS,EASY_POS,TokenBlocker,false,
58,left_000220,player_name: Alberto costa | positions_position: DF | clubs_club: Vitória,right_065421,player_name: alberto costa | positions_position: DR | clubs_club: FC Porto,0.8798154121537206,0.7295846773458715,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
59,left_001756,"player_name: Djevencio van der Kust | positions_position: DF | clubs_club: Beerschot, Utrecht, ""Sparta Rdam""",right_026008,player_name: jeroen van der lely | positions_position: DR | clubs_club: Retired,0.8153227684518598,0.5844762290166846,,1,0.011904761904761904,EASY_POS,EASY_POS,TokenBlocker,false,
60,left_007431,player_name: Zeno Van den Bosch | positions_position: DF | clubs_club: Antwerp,right_024755,player_name: bryan van den bogaert | positions_position: DL | clubs_club: RFC Knokke,0.8190002369106846,0.5927505330490405,,1,0.022727272727272728,EASY_POS,EASY_POS,TokenBlocker,false,
61,left_001936,player_name: Emil Krafth | positions_position: DF | clubs_club: Newcastle Utd,right_011088,player_name: emil krafth | positions_position: DR | clubs_club: Newcastle United,0.9026332981556863,0.7809249208502941,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
62,left_004338,player_name: Luis Amarilla | positions_position: FW | clubs_club: Mazatlán,right_025045,player_name: luis amarilla | positions_position: ST | clubs_club: Club Cerro Porteño,0.7744086268132703,0.4924194103298581,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
63,left_001777,player_name: Dominic Sadi | positions_position: FW | clubs_club: Bournemouth,right_062743,player_name: dominic sadi | positions_position: AMR | clubs_club: AFC Bournemouth U21,0.8221147118764296,0.5997581017219665,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
64,left_002318,player_name: Franco Di Santo | positions_position: FW | clubs_club: Tijuana,right_046336,player_name: franco di santo | positions_position: ST | clubs_club: Retired,0.787320013688173,0.521470030798389,,1,0.3333333333333333,EASY_POS,EASY_POS,TokenBlocker,false,
65,left_006384,"player_name: Samu Costa | positions_position: MF | clubs_club: Almería, Mallorca",right_055661,player_name: samu costa | positions_position: DM | clubs_club: RCD Mallorca,0.8008468911795417,0.5519055051539687,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
66,left_000818,"player_name: Bart Verbruggen | positions_position: GK | clubs_club: Brighton, Anderlecht",right_045452,player_name: bart verbruggen | positions_position: GK | clubs_club: Brighton & Hove Albion,0.9272814894705441,0.8363833513087244,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
67,left_001567,"player_name: David de Gea | positions_position: GK | clubs_club: Manchester Utd, Fiorentina",right_056285,player_name: david de la vibora | positions_position: DL | clubs_club: Marshall Thundering Herd (Marshall University),0.7558590379155744,0.4506828353100425,,1,0.08333333333333333,EASY_POS,EASY_POS,TokenBlocker,false,
68,left_002473,player_name: Gianluca Pegolo | positions_position: GK | clubs_club: Sassuolo,right_014530,player_name: gianluca pegolo | positions_position: GK | clubs_club: Retired,0.8835452367790676,0.7379767827529021,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
69,left_004478,"player_name: Malick Fofana | positions_position: FW, DF,MF, DF,FW | clubs_club: Lyon, Gent",right_059621,player_name: malick fofana | positions_position: AML | clubs_club: Olympique Lyon,0.8432908072211555,0.6474043162475998,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
70,left_001568,player_name: David van der Werff | positions_position: MF | clubs_club: Groningen,right_039831,player_name: ignace van der brempt | positions_position: DR | clubs_club: Como 1907,0.7098540741728312,0.34717166688887036,,1,0.011764705882352941,CORNER,disagreement,TokenBlocker,false,
71,left_003679,player_name: Juan Manuel Boselli | positions_position: FW | clubs_club: Gil Vicente FC,right_052039,player_name: juan manuel olivares | positions_position: AMC | clubs_club: Club Deportivo Morón,0.7497031689228599,0.43683213007643484,,1,0.06666666666666667,CORNER,disagreement,TokenBlocker,false,
72,left_006869,player_name: Thomas van den Belt | positions_position: MF | clubs_club: Feyenoord,right_049879,player_name: bas van den eynden | positions_position: DC | clubs_club: Beerschot VA,0.7417913680460595,0.41903057810363387,,1,0.022222222222222223,CORNER,disagreement,TokenBlocker,false,
73,left_005938,player_name: Ramiro Funes Mori | positions_position: DF | clubs_club: Cruz Azul,right_004759,player_name: rogelio funes mori | positions_position: ST | clubs_club: Club León FC,0.7203091297326006,0.37069554189835136,,1,0.25,CORNER,disagreement,TokenBlocker,false,
74,left_002803,player_name: Ignace Van Der Brempt | positions_position: DF | clubs_club: Como,right_012769,player_name: nick van der westerlaken | positions_position: ST | clubs_club: Retired,0.7060140890986663,0.338531700471999,,1,0.011904761904761904,CORNER,disagreement,TokenBlocker,false,
75,left_003684,player_name: Juan Pablo Segovia | positions_position: DF | clubs_club: Necaxa,right_064861,player_name: juan pablo salomen | positions_position: GK | clubs_club: Jove Español San Vicente,0.7407407407407408,0.4166666666666667,,1,0.041666666666666664,CORNER,disagreement,TokenBlocker,false,
76,left_007431,player_name: Zeno Van den Bosch | positions_position: DF | clubs_club: Antwerp,right_031345,player_name: davy van den berg | positions_position: MC | clubs_club: FC Utrecht,0.6885646464224163,0.2992704544504369,,1,0.022727272727272728,CORNER,disagreement,TokenBlocker,false,
77,left_006520,"player_name: Sepp van den Berg | positions_position: DF | clubs_club: Mainz 05, Schalke 04, Brentford",right_009351,player_name: kevin van den noortgaete | positions_position: GK | clubs_club: KRC Gent,0.7082081227955274,0.3434682762899365,,1,0.022727272727272728,CORNER,disagreement,TokenBlocker,false,
78,left_000910,"player_name: Bilal El Khannouss | positions_position: MF | clubs_club: Stuttgart, Genk",right_047415,player_name: bilal el hajjam | positions_position: AMR | clubs_club: US Lusitanos Saint-Maur,0.7277014971152976,0.38732836850941976,,1,0.25,CORNER,disagreement,TokenBlocker,false,
79,left_004267,player_name: Luca de la Torre | positions_position: MF | clubs_club: Celta Vigo,right_032656,player_name: luca de feo | positions_position: DM | clubs_club: Without Club,0.7330100340050588,0.39927257651138254,,1,0.023809523809523808,CORNER,disagreement,TokenBlocker,false,
80,left_001370,player_name: César de la Hoz | positions_position: MF | clubs_club: Almería,right_042650,player_name: manuel de la torre | positions_position: DL | clubs_club: Retired,0.71486482929269,0.3584458659085525,,1,0.023809523809523808,CORNER,disagreement,TokenBlocker,false,
81,left_006606,"player_name: Silvester van der Water | positions_position: FW,MF | clubs_club: RKC Waalwijk, Zwolle, Cambuur",right_062577,player_name: jim van der logt | positions_position: DR | clubs_club: FC Twente Enschede U21,0.744663725225683,0.42549338175778684,,1,0.011904761904761904,CORNER,disagreement,TokenBlocker,false,
82,left_002235,"player_name: Florent da Silva | positions_position: MF | clubs_club: Volendam, RWDM",right_002509,player_name: vragel da silva | positions_position: DR | clubs_club: Retired,0.717577336980322,0.3645490082057246,,1,0.03125,CORNER,disagreement,TokenBlocker,false,
83,left_006520,"player_name: Sepp van den Berg | positions_position: DF | clubs_club: Mainz 05, Schalke 04, Brentford",right_016692,player_name: branco van den boomen | positions_position: MC | clubs_club: Ajax Amsterdam,0.7266103463767893,0.38487327934777593,,1,0.022727272727272728,CORNER,disagreement,TokenBlocker,false,
84,left_005069,player_name: Mike van der Hoorn | positions_position: DF | clubs_club: Utrecht,right_031561,player_name: raimond van der gouw | positions_position: GK | clubs_club: Retired,0.7379337080829619,0.4103508431866641,,1,0.011363636363636364,CORNER,disagreement,TokenBlocker,false,
85,left_005537,"player_name: Omar El Hilali | positions_position: DF,MF, DF | clubs_club: Espanyol",right_056246,player_name: youns el hilali | positions_position: ST | clubs_club: Without Club,0.72649977625102,0.38462449656479514,,1,0.16666666666666666,CORNER,disagreement,TokenBlocker,false,
86,left_002608,player_name: Gustavo da Silva | positions_position: FW | clubs_club: Vitória,right_029826,player_name: paulo da silva | positions_position: DC | clubs_club: Retired,0.7345547395298638,0.4027481639421938,,1,0.03125,CORNER,disagreement,TokenBlocker,false,
87,left_005974,player_name: Rav van den Berg | positions_position: DF | clubs_club: Köln,right_047638,player_name: joep van den ouweland | positions_position: MC | clubs_club: Retired,0.6932628823176087,0.3098414852146195,,1,0.022727272727272728,CORNER,disagreement,TokenBlocker,false,
88,left_006595,"player_name: Siebe Van Der Heyden | positions_position: DF | clubs_club: Union SG, Mallorca",right_028865,player_name: richard van der venne | positions_position: AMC | clubs_club: RKC Waalwijk,0.7063535935841078,0.3392955855642423,,1,0.011904761904761904,CORNER,disagreement,TokenBlocker,false,
89,left_001568,player_name: David van der Werff | positions_position: MF | clubs_club: Groningen,right_049702,player_name: djevencio van der kust | positions_position: DL | clubs_club: Heracles Almelo,0.6947772033745674,0.31324870759277673,,1,0.011764705882352941,CORNER,disagreement,TokenBlocker,false,
90,left_005477,"player_name: Nuno da Costa | positions_position: FW,MF | clubs_club: Auxerre",right_013657,player_name: david da costa | positions_position: GK | clubs_club: Retired,0.7085148129924249,0.34415832923295614,,1,0.05263157894736842,CORNER,disagreement,TokenBlocker,false,
91,left_004267,player_name: Luca de la Torre | positions_position: MF | clubs_club: Celta Vigo,right_015840,player_name: angel de la calzada | positions_position: GK | clubs_club: Xerez CD,0.7271100637165052,0.38599764336213666,,1,0.021739130434782608,CORNER,disagreement,TokenBlocker,false,
92,left_005772,player_name: Pedro Manuel da Silva Moreira | positions_position: MF | clubs_club: Arouca,right_068379,player_name: flavio da silva | positions_position: AMC | clubs_club: RFC Lüttich,0.6776063950536416,0.27461438887069356,,1,0.030303030303030304,CORNER,disagreement,TokenBlocker,false,
93,left_004158,"player_name: Leonardo da Silva Lopes | positions_position: MF, MF,DF | clubs_club: Gent, Cercle Brugge",right_052179,player_name: da silva | positions_position: ST | clubs_club: Joinville Esporte Clube (SC),0.705242415683346,0.3367954352875286,,1,0.03125,CORNER,disagreement,TokenBlocker,false,
94,left_002697,player_name: Hernán De La Fuente | positions_position: DF | clubs_club: Famalicão,right_003509,player_name: david de la iglesia | positions_position: MC | clubs_club: RC Celta Fortuna,0.6568764365307963,0.2279719821942917,,1,0.023809523809523808,CORNER,uncertainty,TokenBlocker,false,
95,left_000418,player_name: Amadou Haidara | positions_position: MF | clubs_club: RB Leipzig,right_033312,player_name: amadou haidara | positions_position: MC | clubs_club: RB Leipzig,0.8789649635420781,0.7276711679696756,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
96,left_005974,player_name: Rav van den Berg | positions_position: DF | clubs_club: Köln,right_024755,player_name: bryan van den bogaert | positions_position: DL | clubs_club: RFC Knokke,0.804108274257528,0.5592436170794379,,1,0.022727272727272728,EASY_POS,EASY_POS,TokenBlocker,false,
97,left_005069,player_name: Mike van der Hoorn | positions_position: DF | clubs_club: Utrecht,right_061200,player_name: sebastiaan van der sman | positions_position: GK | clubs_club: RKHVV Huissen,0.6990483099070597,0.3228586972908842,,1,0.011363636363636364,CORNER,disagreement,TokenBlocker,false,
98,left_002453,player_name: Gernot Trauner | positions_position: DF | clubs_club: Feyenoord,right_049337,player_name: gernot trauner | positions_position: DC | clubs_club: Feyenoord Rotterdam,0.9027807218433037,0.7812566241474332,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
99,left_004551,player_name: Marcel Schuhen | positions_position: GK | clubs_club: Darmstadt 98,right_062689,player_name: marcel schuhen | positions_position: GK | clubs_club: SV Darmstadt 98,0.9429308484034853,0.8715944089078418,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
100,left_002235,"player_name: Florent da Silva | positions_position: MF | clubs_club: Volendam, RWDM",right_013297,player_name: dany da silva | positions_position: GK | clubs_club: FC Stade-Lausanne-Ouchy,0.7310991097493369,0.39497299693600807,,1,0.03125,CORNER,disagreement,TokenBlocker,false,
101,left_000973,"player_name: Brandon Soppy | positions_position: DF | clubs_club: Udinese, Torino, Atalanta",right_044113,player_name: brandon soppy | positions_position: MR | clubs_club: FC Lausanne-Sport,0.7986182711380253,0.5468911100605569,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
