id1,left_preview,id2,right_preview,matchness,score,embedding_similarity,key_overlap_score,rarity_score,bin,bin_reason,source_blockers_display,corner,label
left_058887,player_name: Bas Van den Eynden | positions_position: M (C) | left_right_foot: Right,right_009351,player_name: kevin van den noortgaete | positions_position: GK | left_right_foot: right,0.868922024,0.705074555,,1,0.00877193,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_067616,player_name: Stijn Van den Branden | positions_position: GK | left_right_foot: Right,right_060480,player_name: ben van den brandt | positions_position: MC | left_right_foot: right,0.870074481,0.707667582,,1,0.008695652,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_017188,player_name: Juan Pablo Pulido | positions_position: M/AM (R) | left_right_foot: Either,right_054512,player_name: juan pablo vojvoda | positions_position: DC | left_right_foot: right,0.87086896,0.7094551589907626,,1,0.006578947,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_020127,player_name: Santiago de la Rosa | positions_position: M (C) | left_right_foot: Right,right_047977,player_name: pedro de la vega | positions_position: AMR | left_right_foot: right,0.872681509,0.7135333948907355,,1,0.008064516,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_043751,"player_name: Mohamed Camara | positions_position: D (C), DM | left_right_foot: Right",right_069421,player_name: mohamed camara | positions_position: ST | left_right_foot: right,0.880808901,0.7318200262561164,,1,0.090909091,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_067920,player_name: Kevin Costa da Silva | positions_position: D (C) | left_right_foot: Right,right_052179,player_name: da silva | positions_position: ST | left_right_foot: both,0.885049661,0.7413617376775271,,1,0.007874016,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_185846,player_name: Adrián Rodríguez de la Varga | positions_position: AM (C) | left_right_foot: Right,right_042647,player_name: diego de la torre | positions_position: MC | left_right_foot: right,0.886379503,0.7443538819036386,,1,0.007352941,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_062476,"player_name: Cédric Van de Weerd | positions_position: D (C), DM, M (C) | left_right_foot: Right",right_024537,player_name: donny van de beek | positions_position: MC | left_right_foot: right,0.892010223,0.7570230012595989,,1,0.014285714285714285,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_065788,player_name: Ludovic Van der Jeught | positions_position: D (R) | left_right_foot: Right,right_054068,player_name: jonathan van der pol | positions_position: AMR | left_right_foot: right,0.892025012,0.757056277,,1,0.005649718,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_011566,"player_name: Juan Carlos Cartello | positions_position: M (L), AM (LC) | left_right_foot: Left",right_033469,player_name: juan carlos carrizo | positions_position: AML | left_right_foot: left,0.892786156,0.7587688519544475,,1,0.009708738,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_043513,"player_name: Siebe Van der Heyden | positions_position: D (C), DM | left_right_foot: Left",right_060179,player_name: stijn van der kelen | positions_position: GK | left_right_foot: right,0.91165223,0.8012175174779053,,1,0.005555556,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_010677,"player_name: Dos Santos | positions_position: DM, M (C) | left_right_foot: Right",right_023276,player_name: laurent dos santos | positions_position: DR | left_right_foot: right,0.913329002,0.804990253,,1,0.014285714285714285,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_182098,"player_name: Pablo Da Costa | positions_position: AM (C), ST (C) | left_right_foot: Right",right_000992,player_name: coba da costa | positions_position: AML | left_right_foot: right,0.924502179,0.8301299035133621,,1,0.024390243902439025,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_052644,player_name: Wouter Van Der Eedt | positions_position: GK | left_right_foot: Right,right_054068,player_name: jonathan van der pol | positions_position: AMR | left_right_foot: right,0.928318131,0.838715795,,1,0.005649718,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_103844,player_name: Vadym Sydun | positions_position: ST (C) | left_right_foot: Right,right_003339,player_name: vadym sydun | positions_position: ST | left_right_foot: right,0.93564222,0.8551949950634161,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_074630,"player_name: Hrvoje Babec | positions_position: DM, M (C) | left_right_foot: Right",right_033442,player_name: hrvoje babec | positions_position: DM | left_right_foot: right,0.954924348,0.898579783,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1
left_087740,player_name: Claudio Turi | positions_position: GK | left_right_foot: Right,right_058396,player_name: claudio turi | positions_position: GK | left_right_foot: right,0.956038244,0.9010860484544694,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1
left_002487,"player_name: Mateus Vital | positions_position: M (RL), AM (RLC) | left_right_foot: Right",right_033854,player_name: mateus vital | positions_position: MC | left_right_foot: right,0.956038244,0.9010860484544694,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1
left_047207,player_name: Lex-Tyger Lobinger | positions_position: ST (C) | left_right_foot: Right,right_028992,player_name: lex tyger lobinger | positions_position: ST | left_right_foot: right,0.982319113,0.9602180053307872,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1
left_010904,"player_name: James Da Silva | positions_position: DM, M (C) | left_right_foot: Either",right_042149,player_name: junior da silva | positions_position: MC,0.6453514739229025,0.20204081632653062,,1,0.007874016,CORNER,disagreement,TokenBlocker,TRUE,0
left_085922,player_name: Vincenzo Fabio De Simone | positions_position: D (C) | left_right_foot: Right,right_034880,player_name: mariano de simone | positions_position: ST,0.6464407205377277,0.20449162120988745,,1,0.1,CORNER,disagreement,TokenBlocker,FALSE,0
left_145183,player_name: Jared van der Berg | positions_position: D (RC) | left_right_foot: Right,right_036693,player_name: cedric van der gun | positions_position: ST,0.6511687576015062,0.21512970460338882,,1,0.005617978,CORNER,disagreement,TokenBlocker,FALSE,0
left_042805,"player_name: Maikel van der Werff | positions_position: D (RC), DM | left_right_foot: Right",right_062577,player_name: jim van der logt | positions_position: DR,0.6600162021214653,0.23503645477329688,,1,0.005649718,CORNER,disagreement,TokenBlocker,FALSE,0
left_064215,player_name: Jari Van Der Goten | positions_position: M/AM (C) | left_right_foot: Right,right_062577,player_name: jim van der logt | positions_position: DR,0.6638324205575667,0.24362294625452519,,1,0.005649718,CORNER,disagreement,TokenBlocker,FALSE,0
left_138528,"player_name: Jaiden van der Heijden | positions_position: D (C), DM, M (C) | left_right_foot: Right",right_001766,player_name: mika van der horst | positions_position: MC,0.6678081286268421,0.25256828941039466,,1,0.005681818,CORNER,disagreement,TokenBlocker,FALSE,0
left_168213,"player_name: Ali Al Musrati | positions_position: DM, M (C) | left_right_foot: Right",right_067667,player_name: ali ali al lal | positions_position: DL,0.6744878068186339,0.26759756534192625,,1,0.047619047619047616,CORNER,disagreement,TokenBlocker,FALSE,0
left_171819,"player_name: El Hadji Kané | positions_position: DM, M (C) | left_right_foot: Right",right_012113,player_name: el hadji dione | positions_position: DC,0.6781599909419458,0.27585997961937814,,1,0.090909091,CORNER,disagreement,TokenBlocker,FALSE,0
left_014432,player_name: Bryan de la Fuente | positions_position: M (LC) | left_right_foot: Either,right_003509,player_name: david de la iglesia | positions_position: MC,0.6781870205077346,0.2759207961424028,,1,0.008064516,CORNER,disagreement,TokenBlocker,FALSE,0
left_043612,player_name: Mike van der Hoorn | positions_position: D (C) | left_right_foot: Right,right_055418,player_name: ezra van der heiden | positions_position: AMR,0.6808222339770509,0.2818500264483644,,1,0.005555556,CORNER,disagreement,TokenBlocker,FALSE,0
left_057167,"player_name: Cedric Van de Geuchte | positions_position: AM (R), ST (C) | left_right_foot: Right",right_041228,player_name: hans van de haar | positions_position: ST,0.6847038230496877,0.2905836018617973,,1,0.014084507042253521,CORNER,disagreement,TokenBlocker,FALSE,0
left_130518,player_name: Abdullah Al-Mayouf | positions_position: GK | left_right_foot: Right,right_063119,player_name: faisal abdullah al borshaid | positions_position: ST,0.6849703758085824,0.2911833455693104,,1,0.04,CORNER,disagreement,TokenBlocker,FALSE,0
left_049938,"player_name: Kaj van der Veldt | positions_position: D (LC), WB (L) | left_right_foot: Left",right_014402,player_name: brecht van der beke | positions_position: MC | left_right_foot: right,0.7023620282215687,0.3303145634985296,,1,0.005586592,CORNER,disagreement,TokenBlocker,FALSE,0
left_134188,player_name: Harry van der Saag | positions_position: D/WB (R) | left_right_foot: Right,right_034569,player_name: rafael van der vaart | positions_position: AMC,0.7081446255715261,0.3433254075359338,,1,0.005681818,CORNER,disagreement,TokenBlocker,FALSE,0
left_014116,player_name: Yesin van der Pluijm | positions_position: D (L) | left_right_foot: Right,right_045345,player_name: koen van der biezen | positions_position: ST,0.7092239370355714,0.3457538583300356,,1,0.005617978,CORNER,disagreement,TokenBlocker,FALSE,0
left_090086,player_name: Emanuele Di Bella | positions_position: GK | left_right_foot: Right,right_069425,player_name: antonio di bella | positions_position: GK,0.7117425735726389,0.35142079053843756,,1,0.090909091,CORNER,disagreement,TokenBlocker,TRUE,0
left_048613,player_name: Ignace Van Der Brempt | positions_position: D/WB/M (R) | left_right_foot: Right,right_048426,player_name: owen van der vlag | positions_position: GK,0.7118900113651698,0.35175252557163217,,1,0.005681818,CORNER,disagreement,TokenBlocker,FALSE,0
left_060305,"player_name: Thomas Van der Haegen | positions_position: M (L), AM (LC) | left_right_foot: Left",right_036693,player_name: cedric van der gun | positions_position: ST,0.7135031582483545,0.3553821060587978,,1,0.005524862,CORNER,disagreement,TokenBlocker,FALSE,0
left_055186,player_name: Luc van der Graaf | positions_position: D (C) | left_right_foot: Right,right_001766,player_name: mika van der horst | positions_position: MC,0.7164647672525208,0.3620457263181721,,1,0.005681818,CORNER,disagreement,TokenBlocker,FALSE,0
left_076043,player_name: Alessio Di Massimo | positions_position: AM (L) | left_right_foot: Right,right_013137,player_name: alessio di falco | positions_position: DC,0.7165203131285003,0.3621707045391256,,1,0.14285714285714285,CORNER,disagreement,TokenBlocker,FALSE,0
left_096387,player_name: Riccardo La Rosa | positions_position: D/WB/M/AM (R) | left_right_foot: Right,right_043378,player_name: federico la rosa | positions_position: GK,0.7177661325029746,0.36497379813169284,,1,0.05,CORNER,disagreement,TokenBlocker,FALSE,0
left_062149,"player_name: Benjamin Van der Ackerveken | positions_position: D (C), DM | left_right_foot: Right",right_003122,player_name: aleksander van der spa | positions_position: DC | left_right_foot: right,0.7361088038893664,0.4062448087510744,,1,0.005555556,CORNER,disagreement,TokenBlocker,FALSE,0
left_159731,"player_name: Bobby Wales | positions_position: AM (RL), ST (C) | left_right_foot: Right",right_064647,player_name: bobby wales | positions_position: ST,0.7474269287134784,0.43171058960532643,,1,0.5,CORNER,disagreement,TokenBlocker,TRUE,1
left_089008,player_name: Gian Marco Fantoni | positions_position: GK | left_right_foot: Right,right_061116,player_name: gian marco fantoni | positions_position: GK,0.7490021349670473,0.4352548036758563,,1,0.066666667,CORNER,disagreement,TokenBlocker,TRUE,1
left_096385,player_name: Salvatore Di Mitri | positions_position: ST (C) | left_right_foot: Right,right_002230,player_name: salvatore di mitri | positions_position: ST,0.7490021349670473,0.4352548036758563,,1,0.16666666666666666,CORNER,disagreement,TokenBlocker,TRUE,1
left_173623,player_name: Diego Del Castillo | positions_position: M (C) | left_right_foot: Left,right_041189,player_name: diego del castillo | positions_position: MC,0.7490021349670473,0.4352548036758563,,1,0.066666667,CORNER,disagreement,TokenBlocker,TRUE,1
left_123135,player_name: Marcus Alstrup | positions_position: GK | left_right_foot: Right,right_055474,player_name: marcus alstrup | positions_position: GK,0.7495325615626368,0.4364482635159327,,1,0.5,CORNER,disagreement,TokenBlocker,TRUE,1
left_119682,"player_name: Benjamin Hajdari | positions_position: AM (RL), ST (C) | left_right_foot: Right",right_045091,player_name: benjamin hajdari | positions_position: ML,0.7499303815093288,0.4373433583959899,,1,0.5,CORNER,disagreement,TokenBlocker,TRUE,1
left_186602,"player_name: Kevin De la Llave | positions_position: D (C), DM, M (C) | left_right_foot: Right",right_015840,player_name: angel de la calzada | positions_position: GK,0.7529514647759175,0.44414079574581444,,1,0.008130081,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_011476,player_name: Juan Pablo Raponi | positions_position: M/AM (L) | left_right_foot: Left,right_057887,player_name: juan pablo gomez | positions_position: GK,0.7730611932882314,0.4893876848985208,,1,0.006578947,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_020127,player_name: Santiago de la Rosa | positions_position: M (C) | left_right_foot: Right,right_018547,player_name: paulino de la fuente | positions_position: AMR | left_right_foot: left,0.7787398675671989,0.5021647020261978,,1,0.008130081,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_170101,player_name: Juan Cruz | positions_position: M/AM (R) | left_right_foot: Left,right_005657,player_name: juan cruz | positions_position: DC,0.7877904638138555,0.5225285435811751,,1,0.015625,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_063185,player_name: Quentin Van Den Steen | positions_position: D (C) | left_right_foot: Right,right_018911,player_name: rick stuy van den herik | positions_position: DM | left_right_foot: left,0.7907659124178683,0.5292233029402038,,1,0.009090909,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_067728,player_name: Kenny Van de Vel | positions_position: GK | left_right_foot: Right,right_044945,player_name: micky van de ven | positions_position: DC | left_right_foot: left,0.7937250533741761,0.5358813700918963,,1,0.013888888888888888,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_035212,"player_name: Vitor de Lima | positions_position: DM, M (C) | left_right_foot: Right",right_014134,player_name: thiago de lima silva | positions_position: ST | left_right_foot: both,0.7939392641147027,0.5363633442580811,,1,0.14285714285714285,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_058322,player_name: Lenn De Smet | positions_position: ST (C) | left_right_foot: Right,right_022207,player_name: jarno de smet | positions_position: GK | left_right_foot: left,0.7978664610243558,0.5451995373048004,,1,0.0625,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_054803,player_name: Roan van der Plaat | positions_position: D/WB (L) | left_right_foot: Left,right_006060,player_name: nico van der linden | positions_position: DC | left_right_foot: right,0.7979754454362026,0.5454447522314558,,1,0.005649718,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_020056,player_name: Juan Cruz Arana | positions_position: D/WB/M (L) | left_right_foot: Right,right_005657,player_name: juan cruz | positions_position: DC,0.7997895974504161,0.5495265942634363,,1,0.015625,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_004836,player_name: Rodrigo Rodrigues | positions_position: ST (C) | left_right_foot: Left,right_043380,player_name: rodrigo rodrigues | positions_position: ST | left_right_foot: right,0.8000709835591157,0.5501597130080101,,1,0.25,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_018771,player_name: Cristian de Vargas | positions_position: DM | left_right_foot: Right,right_052426,player_name: cristian de marco | positions_position: DR | left_right_foot: right,0.8041206138075763,0.5592713810670467,,1,0.083333333,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_143799,player_name: Mohd Abdul Aziz Ismail | positions_position: D (L) | left_right_foot: Left,right_010000,player_name: abdul aziz tetteh | positions_position: DM | left_right_foot: right,0.8054290343936026,0.562215327,,1,0.0625,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_067885,"player_name: Laurent Van Der Goten | positions_position: AM (RLC), ST (C) | left_right_foot: Right",right_020732,player_name: nick van der velden | positions_position: AML | left_right_foot: both,0.8055326793224167,0.5624485284754378,,1,0.005494505,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_016047,player_name: Diaed de Alba | positions_position: AM (C) | left_right_foot: Right,right_023299,player_name: juan de alba | positions_position: DC | left_right_foot: left,0.8077829902391305,0.5675117280380437,,1,0.076923077,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_052296,player_name: Jop van der Avert | positions_position: D (C) | left_right_foot: Left,right_006060,player_name: nico van der linden | positions_position: DC | left_right_foot: right,0.8079181807496401,0.5678159066866904,,1,0.005649718,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_174476,player_name: Santiago Van der Putten | positions_position: D (C) | left_right_foot: Right,right_036611,player_name: marcel van der sloot | positions_position: AMC | left_right_foot: left,0.8096360062797896,0.5716810141295267,,1,0.005681818,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_034536,player_name: Jean Pierre Ortiz | positions_position: D (L) | left_right_foot: Left,right_005796,player_name: jean pierre la placa | positions_position: AMC,0.8106031964442697,0.5738571919996068,,1,0.028571429,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_036704,player_name: Juan Pablo Ortega | positions_position: D (R) | left_right_foot: Right,right_038273,player_name: juan pablo ramirez | positions_position: AMC | left_right_foot: left,0.8106475338673481,0.5739569512015332,,1,0.006535948,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_020602,"player_name: Cristian Da Silva | positions_position: DM, M (C) | left_right_foot: Right",right_059662,player_name: daniel da silva | positions_position: ST | left_right_foot: right,0.8115399411581041,0.5759648676057345,,1,0.0078125,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_180671,player_name: Carlos Daniel | positions_position: GK | left_right_foot: Either,right_014436,player_name: carlos daniel | positions_position: AMC | left_right_foot: right,0.8130397218116515,0.579339374,,1,0.1111111111111111,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_171201,player_name: Juan Carlos Ceballos | positions_position: D/WB (R) | left_right_foot: Right,right_019793,player_name: juan carlos sancho | positions_position: DC | left_right_foot: left,0.8143540237107487,0.5822965533491848,,1,0.009708738,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_061699,player_name: Miano van den Bos | positions_position: AM (C) | left_right_foot: Right,right_001010,player_name: benjamin van den ackerveken | positions_position: DC | left_right_foot: left,0.8190141293684464,0.5927817910790046,,1,0.008849558,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_156443,"player_name: Daniel Dodds | positions_position: D (R), M (C) | left_right_foot: Right",right_042787,player_name: daniel dodds | positions_position: DR | left_right_foot: right,0.8202914694142764,0.595655806,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1
left_010943,player_name: Juan Pablo Zozaya | positions_position: GK | left_right_foot: Right,right_016438,player_name: juan pablo rodriguez | positions_position: MC | left_right_foot: right,0.8307293287685444,0.61914099,,1,0.006578947,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_058043,player_name: Paco Van Den Bogaert | positions_position: AM (L) | left_right_foot: Left,right_018911,player_name: rick stuy van den herik | positions_position: DM | left_right_foot: left,0.8325975970522118,0.6233445933674766,,1,0.009009009,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_132841,player_name: Mohammed Al-Fuhaid | positions_position: DM | left_right_foot: Right,right_014844,player_name: mohammed al haj eissa | positions_position: DC,0.8337632440890586,0.6259672992003819,,1,0.037037037037037035,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_184383,player_name: Arthur Lallias | positions_position: ST (C) | left_right_foot: Right,right_068548,player_name: arthur lallias | positions_position: ST,0.8395724761639548,0.6390380713688983,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_070639,"player_name: Goncalo Andre Goncalves da Silva | positions_position: AM (R), ST (C) | left_right_foot: Right",right_029826,player_name: paulo da silva | positions_position: DC | left_right_foot: right,0.8404807714331524,0.6410817357245928,,1,0.007751938,EASY_POS,EASY_POS,TokenBlocker,TRUE,1
left_065703,player_name: Michael De Sousa | positions_position: M (RL) | left_right_foot: Left,right_015274,player_name: claudio de sousa | positions_position: ST | left_right_foot: right,0.8406129802621031,0.6413792055897318,,1,0.066666667,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_011890,"player_name: Juan Cruz Santander | positions_position: AM (RL), ST (C) | left_right_foot: Right",right_001529,player_name: juan cruz giacone | positions_position: ST | left_right_foot: right,0.8419679516415163,0.6444278911934117,,1,0.015625,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_028852,"player_name: Luke McCormick | positions_position: M (C), AM (RLC) | left_right_foot: Right",right_017119,player_name: luke mccormick | positions_position: GK | left_right_foot: right,0.8427776994193035,0.6462498236934326,,1,0.25,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_061738,player_name: Jesus da Silva | positions_position: D/WB/M/AM (L) | left_right_foot: Left,right_029699,player_name: joao da silva | positions_position: DC | left_right_foot: left,0.8428001900015267,0.646300428,,1,0.007874016,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_047383,player_name: Dean van der Sluijs | positions_position: D/WB (L) | left_right_foot: Left,right_061464,player_name: maikel van der werff | positions_position: DC | left_right_foot: right,0.8434075442016347,0.647666974,,1,0.005681818,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_016852,player_name: Juan Cruz Guasone | positions_position: D (C) | left_right_foot: Right,right_055492,player_name: juan cruz esquivel | positions_position: AML | left_right_foot: both,0.8464040936830755,0.6544092107869197,,1,0.015625,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_172631,player_name: Rodri Alonso | positions_position: ST (C) | left_right_foot: Right,right_056289,player_name: rodri alonso | positions_position: MC | left_right_foot: right,0.8494012809802283,0.6611528822055137,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_058043,player_name: Paco Van Den Bogaert | positions_position: AM (L) | left_right_foot: Left,right_012125,player_name: mike van den ban | positions_position: AMR | left_right_foot: right,0.8499922646121476,0.6624825953773321,,1,0.00862069,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_096160,player_name: Giuseppe De Stefano | positions_position: AM (L) | left_right_foot: Left,right_032810,player_name: carmine de stefano | positions_position: AMR | left_right_foot: left,0.8508669334154099,0.6644506001846721,,1,0.125,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_004186,player_name: Juan Pablo Otálvaro | positions_position: AM (RLC) | left_right_foot: Right,right_016438,player_name: juan pablo rodriguez | positions_position: MC | left_right_foot: right,0.8536223599935511,0.6706503099854899,,1,0.006578947,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_060034,"player_name: Nino van den Beemt | positions_position: D (C), DM | left_right_foot: Left",right_037084,player_name: nick van den dam | positions_position: GK | left_right_foot: right,0.8537120579225842,0.6708521303258144,,1,0.008547009,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_134620,player_name: Wensten van der Linde | positions_position: GK | left_right_foot: Either,right_026008,player_name: jeroen van der lely | positions_position: DR | left_right_foot: right,0.8541667752484268,0.6718752443089602,,1,0.005649718,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_061336,player_name: Sil van der Wegen | positions_position: M (C) | left_right_foot: Right,right_028865,player_name: richard van der venne | positions_position: AMC | left_right_foot: left,0.8547198156515567,0.6731195852160027,,1,0.005681818,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_002016,player_name: Juan Cruz Zurbriggen | positions_position: ST (C) | left_right_foot: Left,right_001227,player_name: juan cruz cerrudo | positions_position: AMR | left_right_foot: right,0.8592703254141163,0.6833582321817615,,1,0.015625,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_034312,player_name: Rafael Silva | positions_position: D (C) | left_right_foot: Left,right_022384,player_name: rafael silva | positions_position: ST | left_right_foot: right,0.8621553884711779,0.6898496240601503,,1,0.14285714285714285,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_036243,player_name: Kevin Van den Bossche | positions_position: GK | left_right_foot: Right,right_026559,player_name: jan van den bergh | positions_position: DC | left_right_foot: left,0.8622739544160744,0.6901163974361674,,1,0.008547009,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_134831,player_name: Min Hyeon-Hong | positions_position: D (R) | left_right_foot: Right,right_028728,player_name: young min hyeon | positions_position: DL | left_right_foot: both,0.8628184217156648,0.6913414488602457,,1,0.25,EASY_POS,EASY_POS,TokenBlocker,TRUE,0
left_051773,player_name: Ennio van der Gouw | positions_position: GK | left_right_foot: Right,right_051029,player_name: joep van der sluijs | positions_position: AMC | left_right_foot: left,0.8628264026478861,0.6913594059577439,,1,0.005649718,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_105551,"player_name: Anthony van den Hurk | positions_position: AM (C), ST (C) | left_right_foot: Right",right_046114,player_name: mark van den boogaart | positions_position: DM | left_right_foot: right,0.8677901101961252,0.7025277479412817,,1,0.008849558,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_058327,player_name: Sep van der Heijden | positions_position: GK | left_right_foot: Right,right_002360,player_name: hannes van der bruggen | positions_position: DM | left_right_foot: right,0.8686015055359468,0.7043533874558805,,1,0.005681818,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_060873,player_name: Wout Van Den Nest | positions_position: GK | left_right_foot: Right,right_045057,player_name: dani van den heuvel | positions_position: GK | left_right_foot: right,0.8689981345980475,0.7052458028456072,,1,0.008928571,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
left_087442,"player_name: Alessandro Di Munno | positions_position: DM, M (C) | left_right_foot: Right",right_039285,player_name: alessandro di pardo | positions_position: DR | left_right_foot: right,0.8718601121186532,0.7116852522669697,,1,0.076923077,EASY_POS,EASY_POS,TokenBlocker,FALSE,0
