id1,left_preview,id2,right_preview,matchness,score,embedding_similarity,key_overlap_score,rarity_score,bin,bin_reason,source_blockers_display,corner,label
left_036459,player_name: Leonel Ledesma | positions_position: AM (C),right_004159,"player_name: Leonel Bucca | positions_position: MF,FW | clubs_club: Estrela",0.8512318956763402,0.6652717652717652,,1,0.009345794392523364,EASY_POS,EASY_POS,TokenBlocker,false,
left_189126,"player_name: João Silva | positions_position: DM, M (C)",right_003631,"player_name: João Pedro | positions_position: FW,MF, MF, DF | clubs_club: Brighton, Chaves, Chelsea, Rio Ave",0.8533252755474977,0.66998186998187,,1,0.0008097165991902834,EASY_POS,EASY_POS,TokenBlocker,false,
left_163881,player_name: Josh Clemitson | positions_position: D (L),right_003517,"player_name: Josh Wilson-Esbrand | positions_position: DF,MF | clubs_club: Reims",0.8511781136342539,0.6651507556770715,,1,0.001841620626151013,EASY_POS,EASY_POS,TokenBlocker,false,
left_004792,player_name: Jasper Löffelsend | positions_position: D/WB/M (R) | clubs_club: Real Salt Lake,right_003105,"player_name: Jasper Ter Heide | positions_position: MF,FW | clubs_club: Cambuur",0.7974445146558435,0.5442501579756481,,1,0.015384615384615385,EASY_POS,EASY_POS,TokenBlocker,false,
left_183984,player_name: Tiago Antunes | positions_position: AM (RL) | clubs_club: Salgueiros,right_006888,"player_name: Tiago Ferreira | positions_position: FW,DF | clubs_club: Estrela",0.8173426025277877,0.5890208556875224,,1,0.0021551724137931034,EASY_POS,EASY_POS,TokenBlocker,false,
left_037653,player_name: Luis Nájera | positions_position: ST (C) | clubs_club: Tigres,right_004375,player_name: Luis Vega | positions_position: MF | clubs_club: Santos,0.8304662789511275,0.6185491276400368,,1,0.0011560693641618498,EASY_POS,EASY_POS,TokenBlocker,false,
left_039349,player_name: Jeremi Sánchez | positions_position: M/AM (L),right_001133,player_name: Carlos Sánchez | positions_position: DF | clubs_club: Pachuca,0.7898562343006788,0.5271765271765272,,1,0.0008223684210526315,EASY_POS,EASY_POS,TokenBlocker,false,
left_182911,player_name: Jonathan Baba | positions_position: AM (R) | clubs_club: Montpellier,right_003393,player_name: Jonathan Gradit | positions_position: DF | clubs_club: Lens,0.827151075635924,0.6110899201808293,,1,0.001607717041800643,EASY_POS,EASY_POS,TokenBlocker,false,
left_042689,player_name: Rick van Drongelen | positions_position: D (LC) | clubs_club: Hansa Rostock,right_004596,"player_name: Marco van Ginkel | positions_position: MF,FW, MF, DF | clubs_club: PSV Eindhoven, Boavista, Vitesse",0.8635162900033833,0.6929116525076121,,1,0.000744047619047619,EASY_POS,EASY_POS,TokenBlocker,false,
left_175161,player_name: Marc Carbó | positions_position: M (C) | clubs_club: Lugo,right_004545,"player_name: Marc Roca | positions_position: MF | clubs_club: Betis, Leeds United",0.8962994467088035,0.7666737550948077,,1,0.00423728813559322,EASY_POS,EASY_POS,TokenBlocker,false,
left_182587,player_name: Paul-Alexandre Cachart | positions_position: D (RLC) | clubs_club: L'Union Saint-Jean FC,right_000323,player_name: Alexandre Alemão | positions_position: FW | clubs_club: Rayo Vallecano,0.7697805374573051,0.48200620927893656,,1,0.003968253968253968,EASY_POS,EASY_POS,TokenBlocker,false,
left_159866,player_name: André da Silva Mendes | positions_position: GK | clubs_club: Morecambe,right_006899,player_name: Tiago Silva | positions_position: MF | clubs_club: Vitória,0.8149740686216557,0.5836916543987252,,1,0.0010741138560687433,EASY_POS,EASY_POS,TokenBlocker,false,
left_164463,player_name: Adam Brumby | positions_position: D (L),right_000090,player_name: Adam Webster | positions_position: DF | clubs_club: Brighton,0.8535419936093337,0.6704694856210007,,1,0.0015151515151515152,EASY_POS,EASY_POS,TokenBlocker,false,
left_072330,"player_name: Stanny De Beule | positions_position: M/AM (L), ST (C) | clubs_club: SK Lokeren-Doorslaar",right_003812,player_name: Kamiel Van De Perre | positions_position: MF | clubs_club: Union SG,0.8686615997532177,0.7044885994447398,,1,0.000591715976331361,EASY_POS,EASY_POS,TokenBlocker,false,
left_018852,"player_name: Arthur Le Gall | positions_position: DM, M (C) | clubs_club: Erie Commodores",right_000725,"player_name: Arthur Sales | positions_position: FW,MF | clubs_club: Paços de Ferreira",0.8384499838094609,0.6365124635712871,,1,0.005649717514124294,EASY_POS,EASY_POS,TokenBlocker,false,
left_006110,player_name: Jean Carlos Colorado | positions_position: M (RC) | clubs_club: Cortuluá,right_003153,"player_name: Jean Meneses | positions_position: MF,FW, FW,MF, FW | clubs_club: Toluca",0.7942511535104126,0.5370650953984286,,1,0.0023923444976076554,EASY_POS,EASY_POS,TokenBlocker,false,
left_144455,"player_name: Jamie Molea | positions_position: AM (R), ST (C) | clubs_club: Petone",right_003048,player_name: Jamie Donley | positions_position: FW | clubs_club: Tottenham,0.76550540950092,0.4723871713770703,,1,0.004310344827586207,EASY_POS,EASY_POS,TokenBlocker,false,
left_018861,player_name: Diego López de Castilla | positions_position: AM (RC) | clubs_club: Universitario,right_000326,"player_name: Alexandre De Bruyn | positions_position: MF,FW | clubs_club: Kortrijk",0.7703216288294119,0.4832236648661769,,1,0.0007541478129713424,EASY_POS,EASY_POS,TokenBlocker,false,
left_152071,player_name: Adama Traoré | positions_position: M/AM (C) | clubs_club: Hull,right_000947,"player_name: Boubacar Traoré | positions_position: MF | clubs_club: Metz, Wolves",0.8809951365506922,0.7322390572390572,,1,0.008333333333333333,EASY_POS,EASY_POS,TokenBlocker,false,
left_181282,player_name: Daniel Glao | positions_position: ST (C) | clubs_club: Dijon FCO,right_001439,player_name: Daniel Ciofani | positions_position: FW | clubs_club: Cremonese,0.7523936926854996,0.44288580854237414,,1,0.0006385696040868455,EASY_POS,EASY_POS,TokenBlocker,false,
left_184861,player_name: Carlos Pomares | positions_position: D/WB/M (L),right_001112,player_name: Carlos Fernández | positions_position: FW | clubs_club: Real Sociedad,0.8499183486837807,0.6623162845385068,,1,0.0008084074373484236,EASY_POS,EASY_POS,TokenBlocker,false,
left_004675,player_name: Javier Reina | positions_position: M/AM (C) | clubs_club: OPE,right_004358,"player_name: Luis Javier Suárez | positions_position: FW | clubs_club: Marseille, Almería",0.7783597289770129,0.5013093901982791,,1,0.0009115770282588879,EASY_POS,EASY_POS,TokenBlocker,false,
left_021246,player_name: João Gabriel | positions_position: GK | clubs_club: Sergipe,right_003603,player_name: João | positions_position: GK | clubs_club: Casa Pia,0.9489498156164824,0.8851370851370852,,1,0.0014992503748125937,EASY_POS,EASY_POS,TokenBlocker,false,
left_008627,player_name: Santiago Mouriño | positions_position: D (RC) | clubs_club: Racing de Montevideo,right_006439,"player_name: Santiago Colombatto | positions_position: MF | clubs_club: Oviedo, Famalicão",0.752418964711133,0.4429426706000493,,1,0.002028397565922921,EASY_POS,EASY_POS,TokenBlocker,false,
left_184698,"player_name: Léo Blanchard | positions_position: AM (L), ST (C) | clubs_club: SAG Cestas",right_004441,player_name: Léo Natel | positions_position: FW | clubs_club: Casa Pia,0.7816953965102114,0.5088146421479754,,1,0.005555555555555556,EASY_POS,EASY_POS,TokenBlocker,false,
left_022907,player_name: Amsidai Herrera | positions_position: M (C) | clubs_club: Pioneros,right_005617,"player_name: Ozziel Herrera | positions_position: MF,FW, FW,MF | clubs_club: UANL, Atlas",0.875921742139475,0.7208239198138189,,1,0.007352941176470588,EASY_POS,EASY_POS,TokenBlocker,false,
left_028706,player_name: Lautaro Argañaras | positions_position: M/AM (L) | clubs_club: Sarmiento (Junín),right_004092,player_name: Lautaro Martínez | positions_position: FW | clubs_club: Inter,0.8309790717633854,0.6197029114676174,,1,0.001694915254237288,EASY_POS,EASY_POS,TokenBlocker,false,
left_123234,"player_name: Mads Magnus Gernsøe | positions_position: M (R), AM (RC) | clubs_club: Fremad Amager",right_004459,"player_name: Magnus Mattsson | positions_position: FW,MF, MF | clubs_club: NEC Nijmegen",0.8724917707373848,0.7131064841591158,,1,0.006802721088435374,EASY_POS,EASY_POS,TokenBlocker,false,
left_001812,player_name: Jean | positions_position: GK | clubs_club: Cerro Porteño,right_003148,"player_name: Jean Felipe | positions_position: MF,DF | clubs_club: Estrela",0.8203125718277232,0.5957032866123775,,1,0.001455604075691412,EASY_POS,EASY_POS,TokenBlocker,false,
left_103387,player_name: Attila Bócz | positions_position: WB/M/AM (R) | clubs_club: Bánk,right_000753,"player_name: Attila Szalai | positions_position: DF | clubs_club: Standard Liège, Hoffenheim, Freiburg",0.8281091731147848,0.6132456395082658,,1,0.01098901098901099,EASY_POS,EASY_POS,TokenBlocker,false,
left_100272,player_name: Mattia Nucci | positions_position: M (RC),right_004860,"player_name: Mattia Felici | positions_position: MF,FW | clubs_club: Cagliari",0.8525693784953046,0.668281101614435,,1,0.0036101083032490976,EASY_POS,EASY_POS,TokenBlocker,false,
left_184250,player_name: João da Cunha | positions_position: M/AM (C),right_003611,"player_name: João Ferreira | positions_position: DF,MF, DF | clubs_club: Udinese, Braga, Rio Ave",0.8406572851017295,0.6414788914788916,,1,0.0012239902080783353,EASY_POS,EASY_POS,TokenBlocker,false,
left_170840,player_name: Marvin Martin | positions_position: M/AM (C) | clubs_club: Hyères 83 FC,right_004698,"player_name: Martin Terrier | positions_position: FW,MF | clubs_club: Rennes",0.8827793605571383,0.7362535612535612,,1,0.0012674271229404308,EASY_POS,EASY_POS,TokenBlocker,false,
left_013481,"player_name: Maximiliano Pighín | positions_position: D (C), DM, M (C) | clubs_club: Luján",right_004938,player_name: Maximiliano Olivera | positions_position: DF | clubs_club: FC Juárez,0.8205933058109796,0.5963349380747042,,1,0.0033222591362126247,EASY_POS,EASY_POS,TokenBlocker,false,
left_063956,player_name: Alessandro Galeati | positions_position: D (R) | clubs_club: Zug 94,right_000264,player_name: Alessandro Bastoni | positions_position: DF | clubs_club: Inter,0.8692605062975434,0.7058361391694725,,1,0.0022371364653243847,EASY_POS,EASY_POS,TokenBlocker,false,
left_188286,player_name: Gabriel Pedroso | positions_position: D (C) | clubs_club: Talavera de la Reina B,right_002368,"player_name: Gabriel Airton de Souza | positions_position: FW,MF | clubs_club: Moreirense",0.8284747546407625,0.6140681979417157,,1,0.0005356186395286556,EASY_POS,EASY_POS,TokenBlocker,false,
left_036268,player_name: José Roberto Flores | positions_position: D (L) | clubs_club: Nomads SC,right_003595,"player_name: José Ávila | positions_position: MF,DF | clubs_club: Santos",0.8169137771476952,0.5880559985823143,,1,0.0010256410256410256,EASY_POS,EASY_POS,TokenBlocker,false,
left_106016,"player_name: Youssef Aït Bennasser | positions_position: DM, M (C) | clubs_club: Adanaspor",right_007384,player_name: Youssef Ortiz | positions_position: DF | clubs_club: León,0.8122033430675405,0.5774575219019663,,1,0.00625,EASY_POS,EASY_POS,TokenBlocker,false,
left_188007,player_name: Álex González | positions_position: D (C) | clubs_club: Vigo,right_007459,player_name: Álex Forés | positions_position: FW | clubs_club: Oviedo,0.8283845098659913,0.6138651471984805,,1,0.0038910505836575876,EASY_POS,EASY_POS,TokenBlocker,false,
left_029918,player_name: Nicolás Cano | positions_position: ST (C),right_005367,"player_name: Nicolás Domínguez | positions_position: MF,FW, MF | clubs_club: ""Nottham Forest"", Bologna",0.797212209238353,0.5437274707862944,,1,0.0013227513227513227,EASY_POS,EASY_POS,TokenBlocker,false,
left_025172,"player_name: Mayco Guzmán | positions_position: D (LC), WB (L) | clubs_club: Atl. Policial",right_005256,player_name: Nahuel Guzmán | positions_position: GK | clubs_club: UANL,0.8185463370648555,0.591729258395925,,1,0.003436426116838488,EASY_POS,EASY_POS,TokenBlocker,false,
left_183164,player_name: Diogo Tavares | positions_position: GK | clubs_club: Rio Tinto,right_001728,player_name: Diogo Gonçalves | positions_position: FW | clubs_club: Benfica,0.828878574557587,0.6149767927545706,,1,0.002544529262086514,EASY_POS,EASY_POS,TokenBlocker,false,
left_172510,"player_name: André Perre | positions_position: M (C), AM (RC) | clubs_club: Caldas",right_000543,player_name: André Luis | positions_position: FW | clubs_club: Moreirense,0.6454366334501015,0.20223242526272833,,1,0.0008992805755395684,CORNER,disagreement,TokenBlocker,false,
left_064374,player_name: John Kalinowski | positions_position: D (C),right_003357,"player_name: John Mercado | positions_position: FW,MF | clubs_club: AVS Futebol",0.6046389824167602,0.11043771043771043,,1,0.002688172043010753,CORNER,disagreement,TokenBlocker,false,
left_174005,player_name: Rémy Duterte | positions_position: D/WB/M (L) | clubs_club: Stade Lavallois,right_006306,"player_name: Rémy Vita | positions_position: DF,MF | clubs_club: Fortuna Sittard",0.7151764559171967,0.3591470258136925,,1,0.02631578947368421,CORNER,disagreement,TokenBlocker,false,
left_033586,player_name: José Ribamar | positions_position: D (C) | clubs_club: Atlanta United Academy,right_003577,"player_name: José Madueña | positions_position: DF,MF, DF | clubs_club: Mazatlán, Querétaro",0.7028257251070177,0.3313578814907896,,1,0.001092896174863388,CORNER,disagreement,TokenBlocker,false,
left_002013,player_name: Hugo Dorrego | positions_position: M/AM (C) | clubs_club: Oriente Petrolero,right_002733,player_name: Hugo Isaác Rodríguez | positions_position: DF | clubs_club: Santos,0.6403111238260112,0.19070002860852533,,1,0.0010504201680672268,CORNER,disagreement,TokenBlocker,false,
left_103693,player_name: Daniel David Munteanu | positions_position: D (C) | clubs_club: Cittadella,right_001469,player_name: Daniel Vázquez | positions_position: FW | clubs_club: Tijuana,0.646539468761691,0.2047138047138047,,1,0.000585480093676815,CORNER,disagreement,TokenBlocker,false,
left_086074,"player_name: Michael Venturi | positions_position: D (C), DM | clubs_club: Cosenza",right_004974,player_name: Michael Bresser | positions_position: DF | clubs_club: PSV Eindhoven,0.7106718795607684,0.34901172901172905,,1,0.0015267175572519084,CORNER,disagreement,TokenBlocker,false,
left_019301,"player_name: Víctor Flores | positions_position: M (L), AM (RL) | clubs_club: Alianza",right_003391,player_name: Jonathan Flores | positions_position: DF | clubs_club: UNAM,0.7408926692877309,0.4170085058973947,,1,0.0013333333333333333,CORNER,disagreement,TokenBlocker,false,
left_086915,player_name: Dylan De Pasquale | positions_position: M (C) | clubs_club: Parthenope,right_006826,"player_name: Thibault De Smet | positions_position: DF | clubs_club: Reims, Paris FC",0.6243459598579425,0.1547784096803705,,1,0.0008944543828264759,CORNER,disagreement,TokenBlocker,false,
left_026820,"player_name: Victor Falck | positions_position: DM, M (C) | clubs_club: Fuego FC",right_007123,player_name: Victor Bobsin | positions_position: MF | clubs_club: Santa Clara,0.7141463848534556,0.35682936592027503,,1,0.0026666666666666666,CORNER,disagreement,TokenBlocker,false,
left_010458,player_name: Juan Cruz Leguizamón | positions_position: GK,right_003692,player_name: Juan Zapata | positions_position: MF | clubs_club: Atlas,0.5997415229738462,0.09941842669115397,,1,0.0007564296520423601,CORNER,disagreement,TokenBlocker,false,
left_063464,player_name: Arthur Hannes | positions_position: GK | clubs_club: Tielt-Winge 3000,right_000718,"player_name: Arthur Cabral | positions_position: FW | clubs_club: Benfica, Fiorentina",0.7485991014256121,0.43434797820762727,,1,0.004807692307692308,CORNER,disagreement,TokenBlocker,false,
left_080083,player_name: Samuel Costea | positions_position: M/AM (L),right_006414,player_name: Samuel Şahin-Radlinger | positions_position: GK | clubs_club: Almere City,0.6032092777322855,0.10722087489764259,,1,0.0019342359767891683,CORNER,disagreement,TokenBlocker,false,
left_132312,player_name: Castro | positions_position: M/AM (C),right_001327,"player_name: Cristian Castro | positions_position: DF | clubs_club: Rio Ave, AVS Futebol",0.6026437211622396,0.1059483726150393,,1,0.0014245014245014246,CORNER,disagreement,TokenBlocker,false,
left_021682,player_name: Yamil García | positions_position: ST (C) | clubs_club: Racing Club,right_003257,player_name: Jesús Sánchez García | positions_position: DF | clubs_club: Guadalajara,0.6276544505500735,0.16222251373766527,,1,0.000946969696969697,CORNER,disagreement,TokenBlocker,false,
left_015981,"player_name: Jean Carlos Olivares | positions_position: DM, M (C) | clubs_club: Universidad San Martín",right_001105,player_name: Carlos Cuesta | positions_position: DF | clubs_club: Genk,0.6915259824350733,0.30593346047891506,,1,0.0010319917440660474,CORNER,disagreement,TokenBlocker,false,
left_090180,player_name: Daniel Todoran | positions_position: M (C) | clubs_club: U Cluj,right_001423,"player_name: Daniel Alexis Parra | positions_position: DF,MF, DF | clubs_club: Monterrey, Necaxa",0.6565460289956716,0.2272285652402612,,1,0.0005356186395286556,CORNER,disagreement,TokenBlocker,false,
left_057664,"player_name: Josse De Rudder | positions_position: DM, M (C) | clubs_club: KV Kortrijk",right_006872,player_name: Théo De Percin | positions_position: GK | clubs_club: Auxerre,0.630940153499076,0.16961534537292114,,1,0.0008733624454148472,CORNER,disagreement,TokenBlocker,false,
left_027337,player_name: Luis Gámez | positions_position: D (RC) | clubs_club: Saltillo FC,right_000543,player_name: André Luis | positions_position: FW | clubs_club: Moreirense,0.6128014148216168,0.12880318334863788,,1,0.0008865248226950354,CORNER,uncertainty,TokenBlocker,false,
left_031856,player_name: Anthony Núñez | positions_position: D (LC) | clubs_club: Met Oval,right_002998,"player_name: Jaidon Anthony | positions_position: MF,FW, FW | clubs_club: Burnley, Bournemouth",0.6102673732303362,0.12310158976825644,,1,0.002932551319648094,CORNER,uncertainty,TokenBlocker,false,
left_145061,player_name: Muhd Hakhill Hafiffy Mohd Nordin | positions_position: ST (C),right_005457,player_name: Nordin Bakker | positions_position: GK | clubs_club: Almere City,0.5828714495381162,0.06146076146076147,,1,0.03333333333333333,CORNER,uncertainty,TokenBlocker,false,
left_182947,player_name: Mickaël Hervé | positions_position: M (C),right_002700,player_name: Hervé Matthys | positions_position: DF | clubs_club: Beerschot,0.5748942415609082,0.04351204351204351,,1,0.03125,CORNER,uncertainty,TokenBlocker,false,
left_088580,"player_name: Salas Okechukwu | positions_position: AM (R), ST (C)",right_005679,"player_name: Patricio Salas | positions_position: FW,DF, FW | clubs_club: América",0.6163896460192756,0.13687670354337023,,1,0.00819672131147541,CORNER,uncertainty,TokenBlocker,false,
left_117547,"player_name: Tiago Moura | positions_position: D/WB (RL), M (L)",right_005192,"player_name: Moura | positions_position: DF,MF, DF | clubs_club: Porto, Famalicão",0.6294374723667653,0.16623431282522194,,1,0.01694915254237288,CORNER,uncertainty,TokenBlocker,false,
left_036715,player_name: Shaider Moura | positions_position: GK,right_005192,"player_name: Moura | positions_position: DF,MF, DF | clubs_club: Porto, Famalicão",0.5807879363434919,0.05677285677285678,,1,0.027777777777777776,CORNER,uncertainty,TokenBlocker,false,
left_171349,player_name: Johan Martial | positions_position: D (C),right_004680,"player_name: Martial Godo | positions_position: MF,FW | clubs_club: Strasbourg",0.5830287682139534,0.06181472848139515,,1,0.05555555555555555,CORNER,uncertainty,TokenBlocker,false,
left_120214,player_name: Jonas Bjaaland Rui | positions_position: ST (C),right_006275,"player_name: Rui Modesto | positions_position: MF,DF | clubs_club: Udinese",0.5815544143265804,0.05849743223480598,,1,0.007751937984496124,CORNER,uncertainty,TokenBlocker,false,
left_041280,"player_name: Lima | positions_position: AM (RC), ST (C)",right_005470,player_name: Nuno Lima | positions_position: DF | clubs_club: Paços de Ferreira,0.5555555555555556,0,,1,0.005050505050505051,CORNER,uncertainty,TokenBlocker,false,
left_017283,"player_name: Martín Gómez | positions_position: DM, M (C) | clubs_club: Juventud de Las Piedras",right_000560,"player_name: Andrés Martín | positions_position: FW,MF | clubs_club: Rayo Vallecano",0.6564931102773294,0.2271094981239909,,1,0.00145985401459854,CORNER,threshold,TokenBlocker,false,
left_171320,"player_name: Mohamed-Ali Cho | positions_position: AM (RL), ST (C) | clubs_club: Real San Sebastián",right_000379,"player_name: Ali Ávila | positions_position: FW,MF, FW | clubs_club: Monterrey, UNAM",0.6564492663258095,0.22701084923307147,,1,0.0021141649048625794,CORNER,threshold,TokenBlocker,false,
left_145269,player_name: Muhd Fazrul Haqimi Jamil | positions_position: GK,right_003053,player_name: Jamil Siebert | positions_position: DF | clubs_club: Lecce,0.5841184878221916,0.06426659759993093,,1,0.05,CORNER,uncertainty,TokenBlocker,false,
left_024969,player_name: Tomás Fumeau | positions_position: M (L),right_006007,player_name: Raúl de Tomás | positions_position: FW | clubs_club: Rayo Vallecano,0.5830287682139534,0.06181472848139515,,1,0.0006583278472679394,CORNER,uncertainty,TokenBlocker,false,
left_028624,player_name: Carlos Sebastián Muñoz | positions_position: AM (RL) | clubs_club: At. Leonés,right_000164,player_name: Aihen Muñoz | positions_position: DF | clubs_club: Real Sociedad,0.6099829338886578,0.12246160124948004,,1,0.004830917874396135,CORNER,uncertainty,TokenBlocker,false,
left_177329,player_name: Carlos Almeida | positions_position: AM (RL) | clubs_club: MRT,right_000394,player_name: Almeida | positions_position: DF | clubs_club: Estrela,0.5777884666773556,0.05002405002405003,,1,0.006666666666666667,CORNER,uncertainty,TokenBlocker,false,
left_188954,player_name: Mateus Almeida | positions_position: M (C),right_000394,player_name: Almeida | positions_position: DF | clubs_club: Estrela,0.5777884666773556,0.05002405002405003,,1,0.00980392156862745,CORNER,uncertainty,TokenBlocker,false,
left_174075,player_name: Anthony Beuve | positions_position: GK | clubs_club: US Avranches,right_002998,"player_name: Jaidon Anthony | positions_position: MF,FW, FW | clubs_club: Burnley, Bournemouth",0.6064763768467473,0.11457184790518124,,1,0.002967359050445104,CORNER,uncertainty,TokenBlocker,false,
left_148361,player_name: Iskandar Shah Mohd Jamil Kilin | positions_position: M (C) | clubs_club: Sarawak Utd,right_003053,player_name: Jamil Siebert | positions_position: DF | clubs_club: Lecce,0.5840724433317026,0.06416299749633084,,1,0.05,CORNER,uncertainty,TokenBlocker,false,
left_184609,player_name: Álex Lázaro | positions_position: GK | clubs_club: C.P. San Cristóbal,right_004432,"player_name: Lázaro | positions_position: FW,MF | clubs_club: Almería",0.5770283671518239,0.04831382609160387,,1,0.02857142857142857,CORNER,uncertainty,TokenBlocker,false,
left_163220,player_name: Lewis Bonar | positions_position: ST (C),right_003024,"player_name: Jamal Lewis | positions_position: DF,FW | clubs_club: Newcastle Utd",0.5838519878923919,0.06366697275788186,,1,0.0028328611898017,CORNER,uncertainty,TokenBlocker,false,
left_061959,"player_name: Kevin Jakob | positions_position: D (RL), WB/M (L) | clubs_club: Pratteln",right_003015,"player_name: Jakob Breum | positions_position: MF,FW, FW | clubs_club: Go Ahead Eag",0.6537796596719156,0.22100423426181004,,1,0.004739336492890996,CORNER,threshold,TokenBlocker,false,
left_064197,"player_name: Ramzi Ben Ahmed | positions_position: AM (C), ST (C)",right_000160,"player_name: Ahmed Touba | positions_position: DF | clubs_club: Mechelen, Lecce",0.5828362185264543,0.06138149168452199,,1,0.004672897196261682,CORNER,uncertainty,TokenBlocker,false,
left_004940,player_name: Júlio César | positions_position: GK | clubs_club: BRA,right_001366,"player_name: César López | positions_position: MF,FW, FW | clubs_club: FC Juárez, Necaxa",0.5838519878923919,0.06366697275788186,,1,0.00141643059490085,CORNER,uncertainty,TokenBlocker,false,
left_168693,"player_name: Anthony Musaba | positions_position: AM (RL), ST (C) | clubs_club: FC Metz",right_002998,"player_name: Jaidon Anthony | positions_position: MF,FW, FW | clubs_club: Burnley, Bournemouth",0.6509005397894286,0.21452621452621454,,1,0.002967359050445104,CORNER,uncertainty,TokenBlocker,false,
left_002406,player_name: Bruno Valdez | positions_position: D (C) | clubs_club: América,right_002478,player_name: Gianni Bruno | positions_position: FW | clubs_club: Sint-Truiden,0.6062921988847915,0.11415744749078081,,1,0.0016891891891891893,CORNER,uncertainty,TokenBlocker,false,
left_063573,player_name: Ayoub El Harrak | positions_position: DM | clubs_club: URSL Visé,right_007331,player_name: Yassin Ayoub | positions_position: MF | clubs_club: Excelsior,0.6057031217525045,0.11283202394313506,,1,0.009174311926605505,CORNER,uncertainty,TokenBlocker,false,
left_186132,player_name: Kevin Zinga | positions_position: ST (C),right_003161,"player_name: Jean-Kevin Duverne | positions_position: DF,MF, DF | clubs_club: Kortrijk, Nantes, Brest",0.5985745974522629,0.09679284426759176,,1,0.0008460236886632825,CORNER,disagreement,TokenBlocker,false,
left_180267,"player_name: Karl Etta Eyong | positions_position: DM, M (C) | clubs_club: Cádiz C",right_003828,player_name: Karl Etta | positions_position: FW | clubs_club: Cádiz,0.868936988936989,0.7051082251082251,,1,0.010416666666666666,EASY_POS,EASY_POS,TokenBlocker,false,
left_014390,player_name: David Mejía | positions_position: AM (C) | clubs_club: Independiente Santa Fe,right_003389,"player_name: Jonathan David | positions_position: FW | clubs_club: Juventus, Lille",0.711020093511676,0.349795210401271,,1,0.000462962962962963,CORNER,disagreement,TokenBlocker,false,
left_026883,player_name: Alexis Silva | positions_position: GK | clubs_club: Halcones Zapopan,right_000344,player_name: Alexis Francisco Peña | positions_position: DF | clubs_club: Necaxa,0.8245357751530591,0.605205494094383,,1,0.0013531799729364006,EASY_POS,EASY_POS,TokenBlocker,false,
left_140875,player_name: Mohammed Diab | positions_position: GK | clubs_club: Nesher,right_005152,"player_name: Mohammed Salisu | positions_position: DF | clubs_club: Southampton, Monaco",0.6492317569475109,0.2107714531318997,,1,0.004132231404958678,CORNER,disagreement,TokenBlocker,false,
