id1,left_preview,id2,right_preview,matchness,score,embedding_similarity,key_overlap_score,rarity_score,bin,bin_reason,source_blockers_display,corner,label,
FBRef_001954,"player_name: Emmanuel Agbadou | positions_position: DF | clubs_club: Reims, Wolves",TM_064517,player_name: emmanuel nidoy | positions_position: DC | clubs_club: FC Villefranche-Beaujolais B,0.818814646,0.592332954,,1,0.008547009,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_004040,"player_name: Kyliane Dong | positions_position: MF,FW | clubs_club: Troyes",TM_025343,player_name: dong gyu baek | positions_position: DC | clubs_club: Bucheon FC 1995,0.649736385,0.211906867,,1,25,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_001278,"player_name: Cisse Sandra | positions_position: MF,FW, FW,MF, MF | clubs_club: Excelsior, Club Brugge, Willem II",TM_027939,player_name: yacouba cisse | positions_position: ST | clubs_club: US Ariano,0.629590598,0.166578845,,1,0.026315789,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_006529,"player_name: Sergi Darder | positions_position: MF,FW, MF | clubs_club: Espanyol, Mallorca",TM_059198,player_name: sammy sergi | positions_position: ST | clubs_club: Without Club,0.655017609,0.22378962,,1,0.032258065,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_001741,"player_name: Dion Lopy | positions_position: MF | clubs_club: Almería, Reims",TM_065524,player_name: moise sahi dion | positions_position: ST | clubs_club: FCV Dender EH,0.655911564,0.225801019,,1,0.033333333,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_000715,player_name: Arthur Alexis | positions_position: MF | clubs_club: Sint-Truiden,TM_063837,player_name: alexis manyoma | positions_position: AML | clubs_club: Colorado Rapids,0.652789668,0.218776753,,1,0.006896552,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_005174,player_name: Moritz Nicolas | positions_position: GK | clubs_club: Gladbach,TM_037996,player_name: nicolas | positions_position: DL | clubs_club: Ceará Sporting Club,0.638857681,0.187429781,,1,0.003205128,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_000877,"player_name: Benji Michel | positions_position: FW,MF, FW | clubs_club: Arouca",TM_037477,player_name: michel araujo | positions_position: AML | clubs_club: Esporte Clube Bahia,0.747816015,0.432586033,,1,0.011111111,CORNER,threshold,TokenBlocker,FALSE,0,0
FBRef_007146,player_name: Vincent Sasso | positions_position: DF | clubs_club: Boavista,TM_057234,player_name: james vincent | positions_position: MC | clubs_club: Stockport Town FC,0.64717697,0.206148183,,1,0.009615385,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_007496,player_name: Ángel Rico | positions_position: MF | clubs_club: UNAM,TM_062262,player_name: rico schmider | positions_position: DM | clubs_club: Retired,0.637117813,0.18351508,,1,0.04,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_006745,"player_name: Sylla Sow | positions_position: FW,MF, FW | clubs_club: NEC Nijmegen, Go Ahead Eag",TM_031539,player_name: alhassane sylla | positions_position: DR | clubs_club: Without Club,0.654102673,0.221731015,,1,0.016666667,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_005564,player_name: Ortwin De Wolf | positions_position: GK | clubs_club: Mechelen,TM_004506,player_name: jacobo de oro | positions_position: AMR | clubs_club: UD San Sebastián de los Reyes,0.649531568,0.211446027,,1,0.001733102,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_007493,player_name: Ángel Leyva | positions_position: DF | clubs_club: Mazatlán,TM_067887,player_name: martin martinez leyva | positions_position: ST | clubs_club: Tulsa SC,0.644383997,0.199863993,,1,0.037037037,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_006110,player_name: Robert Gumny | positions_position: DF | clubs_club: Augsburg,TM_050384,player_name: thomas robert | positions_position: AMR | clubs_club: Unknown,0.63327548,0.17486983,,1,0.00617284,CORNER,uncertainty,TokenBlocker,FALSE,0,0
FBRef_002134,player_name: Federico Dimarco | positions_position: DF | clubs_club: Inter,TM_013121,player_name: federico serraiocco | positions_position: GK | clubs_club: Retired,0.770115435,0.482759729,,1,0.003937008,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_003661,"player_name: Juan Cruz | positions_position: FW,MF, FW | clubs_club: Hellas Verona, Betis",TM_039235,player_name: juan andrada | positions_position: DM | clubs_club: CA Sarmiento (Junin),0.790643773,0.528948489,,1,0.002645503,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_003705,player_name: Julian Araujo | positions_position: DF | clubs_club: Las Palmas,TM_007486,player_name: julian von haacke | positions_position: MC | clubs_club: TuS Dassendorf,0.713573532,0.355540448,,1,0.005524862,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_006437,"player_name: Santiago Bueno | positions_position: DF | clubs_club: Girona, Wolves",TM_048117,player_name: santiago sosa | positions_position: DC | clubs_club: Racing Club,0.83401188,0.62652673,,1,0.0078125,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_003118,player_name: Javi Sánchez | positions_position: DF | clubs_club: Valladolid,TM_041521,player_name: javi martinez | positions_position: GK | clubs_club: Retired,0.747354108,0.431546742,,1,0.006993007,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_000276,player_name: Alessandro Sorrentino | positions_position: GK | clubs_club: Monza,TM_053731,player_name: alessandro pietrelli | positions_position: AMR | clubs_club: Venezia FC,0.760627623,0.461412151,,1,0.0025,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_006866,"player_name: Thomas Robinet | positions_position: MF,FW, FW,MF | clubs_club: Almere City",TM_010987,player_name: kwame thomas | positions_position: ST | clubs_club: Aldershot Town,0.683638059,0.288185633,,1,0.003125,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_005772,player_name: Pedro Manuel da Silva Moreira | positions_position: MF | clubs_club: Arouca,TM_028192,player_name: manuel kober | positions_position: DC | clubs_club: FC 08 Homburg,0.686797638,0.295294685,,1,0.001414427,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_004335,player_name: Luis Abram | positions_position: DF | clubs_club: Cruz Azul,TM_035545,player_name: luis kacorri | positions_position: ST | clubs_club: Al-Hussein SC (Irbid),0.70656882,0.339779846,,1,0.00304878,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_001983,"player_name: Enzo Fernández | positions_position: MF | clubs_club: Benfica, Chelsea",TM_064620,player_name: enzo martinez | positions_position: AML | clubs_club: CA Alvarado,0.743262815,0.422341335,,1,0.013333333,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_006364,"player_name: Sam Lammers | positions_position: FW | clubs_club: Utrecht, Sampdoria, Empoli, Twente",TM_028951,player_name: sam parkin | positions_position: ST | clubs_club: Retired,0.713572181,0.355537408,,1,0.008130081,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_001468,player_name: Daniel Vivian | positions_position: DF | clubs_club: Athletic Club,TM_000801,player_name: wilfried louisy daniel | positions_position: ST | clubs_club: Retired,0.695906194,0.315788936,,1,0.001879699,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_003621,player_name: João Miguel Macedo Silva | positions_position: GK | clubs_club: Marítimo,TM_015191,player_name: miguel rodrigues | positions_position: DC | clubs_club: FK Mladost Donja Gorica,0.709645177,0.346701649,,1,0.002272727,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_004078,"player_name: Lassana Coulibaly | positions_position: MF | clubs_club: Salernitana, Lecce",TM_038938,player_name: aly coulibaly | positions_position: MC | clubs_club: Turun Palloseura,0.811454776,0.575773246,,1,0.021276596,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_001456,"player_name: Daniel Maldini | positions_position: MF,FW, FW,MF, MF | clubs_club: Atalanta, Empoli, Monza, Spezia",TM_012274,player_name: daniel steininger | positions_position: ST | clubs_club: DJK Vilzing,0.724221565,0.379498521,,1,0.001886792,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_006624,player_name: Simon Van Duivenbooden | positions_position: FW | clubs_club: Vitesse,TM_064860,player_name: joel van der wilt | positions_position: GK | clubs_club: Almere City FC,0.713469412,0.355306177,,1,0.001754386,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_000847,player_name: Ben Hamed Touré | positions_position: FW | clubs_club: Ajaccio,TM_036698,player_name: ben wilmot | positions_position: DC | clubs_club: Stoke City,0.697216647,0.318737457,,1,0.004901961,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_000812,"player_name: Baptiste Guillaume | positions_position: FW,MF | clubs_club: Almere City",TM_012973,player_name: alex baptiste | positions_position: DC | clubs_club: Without Club,0.738863001,0.412441752,,1,0.010416667,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_001244,"player_name: Christian Pulisic | positions_position: FW,DF, FW,MF | clubs_club: Chelsea, Milan",TM_042547,player_name: christian kouan | positions_position: MC | clubs_club: Cosenza Calcio,0.741378714,0.418102107,,1,0.003174603,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_004318,player_name: Lucas Trezza | positions_position: MF | clubs_club: Atlas,TM_020134,player_name: lucas villalba | positions_position: DC | clubs_club: Cruzeiro Esporte Clube,0.708126697,0.343285067,,1,0.002415459,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_007140,"player_name: Viktor Đukanović | positions_position: DF,MF | clubs_club: Standard Liège",TM_013458,player_name: viktor farkas | positions_position: DC | clubs_club: Retired,0.79158897,0.531075183,,1,0.015151515,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_000288,player_name: Alex Bangura | positions_position: DF | clubs_club: Cambuur,TM_052611,player_name: alex santos | positions_position: DL | clubs_club: Retired,0.808727671,0.569637259,,1,0.002617801,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_004610,player_name: Marcus Linday | positions_position: MF | clubs_club: Heerenveen,TM_043862,player_name: marcus backmann | positions_position: DC | clubs_club: Retired,0.717158108,0.363605743,,1,0.011363636,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_005525,"player_name: Oliver Sonne | positions_position: DF,FW | clubs_club: Burnley",TM_062386,player_name: victor oliver | positions_position: DC | clubs_club: Without Club,0.76935209,0.481042202,,1,0.00617284,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_000210,"player_name: Alberto Herrera | positions_position: MF,DF, DF,MF, MF,FW | clubs_club: Puebla",TM_054860,player_name: chapa herrera | positions_position: DM | clubs_club: Greenville Triumph SC,0.770803536,0.484307955,,1,0.004273504,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_001108,"player_name: Carlos Eduardo | positions_position: FW,MF | clubs_club: Gil Vicente FC, Estoril",TM_044507,player_name: eduardo talarico | positions_position: DC | clubs_club: Without Club,0.748264182,0.43359441,,1,0.002531646,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_003684,player_name: Juan Pablo Segovia | positions_position: DF | clubs_club: Necaxa,TM_047621,player_name: juan infante | positions_position: DL | clubs_club: Club Atlético Tucumán,0.817659659,0.589734233,,1,0.001845018,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_006711,player_name: Steven Fortes | positions_position: DF | clubs_club: Lens,TM_003313,player_name: steven lawless | positions_position: AMR | clubs_club: Partick Thistle FC,0.726740031,0.385165069,,1,0.011494253,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_005892,player_name: Rafa | positions_position: GK | clubs_club: Vitória,TM_067106,player_name: rafa llorente | positions_position: AML | clubs_club: AD Alcorcón,0.711483068,0.350836903,,1,0.021276596,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_000279,player_name: Alessandro Vogliacco | positions_position: DF | clubs_club: Genoa,TM_061770,player_name: alessandro flauto | positions_position: GK | clubs_club: Retired,0.753289691,0.444901804,,1,0.002518892,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_007129,"player_name: Victor Lopez | positions_position: MF,FW, MF | clubs_club: Monterrey, Querétaro",TM_030791,player_name: victor casadesus | positions_position: ST | clubs_club: Without Club,0.710798922,0.349297573,,1,0.002702703,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_006944,"player_name: Tobias Lauritsen | positions_position: FW | clubs_club: ""Sparta Rdam""",TM_054725,player_name: tobias storm | positions_position: DR | clubs_club: Lyngby Boldklub,0.727419924,0.386694829,,1,0.010752688,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_000469,"player_name: Anderson Santamaría | positions_position: DF | clubs_club: Atlas, Santos",TM_012425,player_name: anderson | positions_position: DC | clubs_club: Without Club,0.819857303,0.594678931,,1,0.012987013,EASY_POS,EASY_POS,TokenBlocker,TRUE,0,1
FBRef_000192,"player_name: Alan Torres | positions_position: MF | clubs_club: Mazatlán, Guadalajara",TM_054930,player_name: alan murialdo | positions_position: ST | clubs_club: Club Olimpo,0.689412617,0.301178387,,1,0.004975124,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_000488,"player_name: Andreas Bruus | positions_position: DF,FW | clubs_club: Troyes",TM_015316,player_name: andreas gianniotis | positions_position: GK | clubs_club: Kasimpasa,0.700589085,0.326325441,,1,0.007352941,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_000104,player_name: Adil Aouchiche | positions_position: MF | clubs_club: Lorient,TM_045880,player_name: adil aouchiche | positions_position: AMC | clubs_club: Aberdeen FC,0.805656661,0.562727488,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
